Path;FileName
E:\eagle\HBI1464BU.mp4;"HBI1464BU - Upgrading your vSphere Environment HM Health Solutions' Experience.mp4"
E:\eagle\HBI1469BU.mp4;"HBI1469BU - vSphere Client Journey from a Customer's Perspective.mp4"
E:\eagle\HBI1488BU.mp4;"HBI1488BU - Managing SSL Certificates and Vulnerability Scans in vSphere.mp4"
E:\eagle\HBI1494BU.mp4;"HBI1494BU - Taming Multiple Distributed Private Clouds with VMware Cloud Foundation.mp4"
E:\eagle\HBI1502BU.mp4;"HBI1502BU - Accelerate Your Hybrid Cloud Journey with VMware Cloud on AWS What's New.mp4"
E:\eagle\HBI1514BU.mp4;"HBI1514BU - VMware Cloud Foundation and HPE Synergy The Ultimate Hybrid Cloud.mp4"
E:\eagle\HBI1516BU.mp4;"HBI1516BU - Building the Best of Both Worlds A Story of Hybrid Clouds.mp4"
E:\eagle\HBI1517BU.mp4;"HBI1517BU - Operationalizing Machine Learning Platforms with VMware Cloud Foundation.mp4"
E:\eagle\HBI1539BU.mp4;"HBI1539BU - What's New in vSphere Health.mp4"
E:\eagle\HBI1540BU.mp4;"HBI1540BU - VMware Tools The Lowdown.mp4"
E:\eagle\HBI1545BU.mp4;"HBI1545BU - Microsoft Application Workloads on VMware Cloud on AWS Doing It Right.mp4"
E:\eagle\HBI1546BU.mp4;"HBI1546BU - How GPU-Assisted ML for Medical Research Proved to Be a Force for Good.mp4"
E:\eagle\HBI1576BU.mp4;"HBI1576BU - A Year in the Life of an HCI Admin.mp4"
E:\eagle\HBI1584BU.mp4;"HBI1584BU - How to Care for Your vCenter Server on Day 2.mp4"
E:\eagle\HBI1585BU.mp4;"HBI1585BU - Manage Multiple K8 Cluster on Multiple Clouds PKS on VMware Cloud Foundation.mp4"
E:\eagle\HBI1586BU.mp4;"HBI1586BU - Network Insight, Can You Quickly Help Us Migrate to VMware Cloud on AWS.mp4"
E:\eagle\HBI1592BU.mp4;"HBI1592BU - Consuming NSX Edge Services A Case Study with Rackspace.mp4"
E:\eagle\HBI1593BU.mp4;"HBI1593BU - Easily Deploy Enterprise VDI Architecture with VMware Cloud Foundation.mp4"
E:\eagle\HBI1637BU.mp4;"HBI1637BU - VMware Validated Design Intro and Its Future with VMware Cloud Foundation.mp4"
E:\eagle\HBI1643BU.mp4;"HBI1643BU - VMware Cloud Marketplace Buy ISV Apps for VMware Platforms.mp4"
E:\eagle\HBI1652BU.mp4;"HBI1652BU - Troubleshooting VMware Cloud on AWS and NSX-T.mp4"
E:\eagle\HBI1729BU.mp4;"HBI1729BU - PowerCLI Deep Dive.mp4"
E:\eagle\HBI1734BU.mp4;"HBI1734BU - Fully Automated Template Management.mp4"
E:\eagle\HBI1743BU.mp4;"HBI1743BU - Introduction to PowerCLI.mp4"
E:\eagle\HBI1764BU.mp4;"HBI1764BU - vSphere Admin Guide to VMware Validated Designs and VMware Cloud Foundation.mp4"
E:\eagle\HBI1855BU.mp4;"HBI1855BU - Delivering Custom Services Through vCloud Director Extensibility.mp4"
E:\eagle\HBI1865BU.mp4;"HBI1865BU - Skyline Proactive Support for the Software-Defined Data Center.mp4"
E:\eagle\HBI1866BU.mp4;"HBI1866BU - VMware Cloud on AWS Storage Architecture and Design Options.mp4"
E:\eagle\HBI1868BU.mp4;"HBI1868BU - Proactive Support with Dell SupportAssist and VMware Skyline.mp4"
E:\eagle\HBI1871BU.mp4;"HBI1871BU - VMware Cloud on AWS Developing Hybrid Applications with AWS Services.mp4"
E:\eagle\HBI1896BU.mp4;"HBI1896BU - Cloud Migration and Disaster Recovery with vCloud Availability 3.0.mp4"
E:\eagle\HBI1918BU.mp4;"HBI1918BU - Rackspace on Building a SDDCaaS with VMware Cloud Foundation.mp4"
E:\eagle\HBI1924BU.mp4;"HBI1924BU - VMware Cloud on AWS SDDC Availability Deep Dive.mp4"
E:\eagle\HBI1928BU.mp4;"HBI1928BU - Building a Smart City with VMware Cloud Foundation and NTT Group.mp4"
E:\eagle\HBI1932BU.mp4;"HBI1932BU - Datacenter Extension with VMware Cloud on AWS.mp4"
E:\eagle\HBI1947BU.mp4;"HBI1947BU - Encrypting VMs on Standalone Hosts Tech Preview.mp4"
E:\eagle\HBI1956BU.mp4;"HBI1956BU - GSS Talks Virtual Volumes It's Time to Step into the Future.mp4"
E:\eagle\HBI1964BU.mp4;"HBI1964BU - Get Ahead of Support The Keys to Understanding the Top 10 GSS Issues.mp4"
E:\eagle\HBI1967BU.mp4;"HBI1967BU - Workload Migration Techniques for On-Premises and Cloud Infrastructures.mp4"
E:\eagle\HBI1973BU.mp4;"HBI1973BU - The Next Generation of Lifecycle Management for vCenter Server.mp4"
E:\eagle\HBI1975BU.mp4;"HBI1975BU - VMware Cloud on Dell EMC Technical Deep Dive.mp4"
E:\eagle\HBI1980BU.mp4;"HBI1980BU - VMware Cloud on Dell EMC Customer Experiences, Architectures, and Benefits.mp4"
E:\eagle\HBI1989BU.mp4;"HBI1989BU - All About NVMe and Its Use Cases in a Cloud Environment.mp4"
E:\eagle\HBI2002BU.mp4;"HBI2002BU - A Journey Toward a Data-Centric Future with Virtualization and RDMA.mp4"
E:\eagle\HBI2022BU.mp4;"HBI2022BU - Case Study of a Small Business from Minnesota Building an SDDC.mp4"
E:\eagle\HBI2044BU.mp4;"HBI2044BU - VMware Cloud Foundation Deep Dive.mp4"
E:\eagle\HBI2047BU.mp4;"HBI2047BU - Synergy Composability for VMware Cloud Foundation.mp4"
E:\eagle\HBI2075BU.mp4;"HBI2075BU - Demystifying Intel Optane DC Persistent Memory in a Virtualized Environment.mp4"
E:\eagle\HBI2090BU.mp4;"HBI2090BU - Extreme Performance Series vSphere + Intel Optane DC PMEM=Max Performance.mp4"
E:\eagle\HBI2136BU.mp4;"HBI2136BU - vSphere Networking in the Data-Centric Future.mp4"
E:\eagle\HBI2138BU.mp4;"HBI2138BU - Disaster Recovery with VMware HCX and VMware Site Recovery.mp4"
E:\eagle\HBI2146BU.mp4;"HBI2146BU - Running Container-Based Workloads on VMware Cloud Foundation.mp4"
E:\eagle\HBI2186BU.mp4;"HBI2186BU - vSphere HA and DRS Hybrid Cloud Deep Dive.mp4"
E:\eagle\HBI2225BU.mp4;"HBI2225BU - Rapid Migration to VMware Cloud on AWS Real-World Lessons Learned.mp4"
E:\eagle\HBI2247BU.mp4;"HBI2247BU - Building Global Citrix Virtual Apps and Desktops with VMware Cloud on AWS.mp4"
E:\eagle\HBI2267BU.mp4;"HBI2267BU - vSAN Stretched Clusters and DR Simplified by VMware Cloud Foundation.mp4"
E:\eagle\HBI2278BU.mp4;"HBI2278BU - 60 Minutes of Non-Uniform Memory Architecture.mp4"
E:\eagle\HBI2293BU.mp4;"HBI2293BU - Build a Killer Application with VMware Cloud on Dell EMC.mp4"
E:\eagle\HBI2333BU.mp4;"HBI2333BU - How to Get the Most Out of vSphere vMotion.mp4"
E:\eagle\HBI2359BU.mp4;"HBI2359BU - A Practitioner's Guide to Migrating Workloads to VMware Cloud on AWS.mp4"
E:\eagle\HBI2362BU.mp4;"HBI2362BU - Leveraging the Latest Server Technologies in vSphere.mp4"
E:\eagle\HBI2367BU.mp4;"HBI2367BU - Empower the Future of Modern Applications with VMware Cloud on Dell EMC.mp4"
E:\eagle\HBI2376BU.mp4;"HBI2376BU - Deploying and Running Red Hat OpenShift on VMware.mp4"
E:\eagle\HBI2452BU.mp4;"HBI2452BU - vCloud Director.Next  Deliver Cloud Services on Any VMware Endpoint.mp4"
E:\eagle\HBI2474BU.mp4;"HBI2474BU - Leveraging vSphere Content Library for Template Version Management.mp4"
E:\eagle\HBI2494BU.mp4;"HBI2494BU - Extreme Performance Series vSphere Compute and Memory Schedulers.mp4"
E:\eagle\HBI2497BU.mp4;"HBI2497BU - How VMware vSphere and NVIDIA GPUs Accelerate Your Organization.mp4"
E:\eagle\HBI2525BU.mp4;"HBI2525BU - Anatomy of a Hybrid Cloud; Accelerate IT with VMware Cloud Foundation.mp4"
E:\eagle\HBI2526BU.mp4;"HBI2526BU - Extreme Performance Series Performance Best Practices.mp4"
E:\eagle\HBI2559BU.mp4;"HBI2559BU - VMware Cloud Foundation Real-World Deployment Experiences.mp4"
E:\eagle\HBI2603BU.mp4;"HBI2603BU - Making the Hybrid Cloud Work for You.mp4"
E:\eagle\HBI2641BU.mp4;"HBI2641BU - What Is a VMware Cloud Provider.mp4"
E:\eagle\HBI2642BU.mp4;"HBI2642BU - Extend your Virtual Desktop infrastructure with Horizon 7 on VMware cloud..mp4"
E:\eagle\HBI2654BU.mp4;"HBI2654BU - What's New in VMware Fusion and VMware Workstation.mp4"
E:\eagle\HBI2721BU.mp4;"HBI2721BU - Compliance, VMware Cloud Foundation, and VMware Validated Designs.mp4"
E:\eagle\HBI2726BU.mp4;"HBI2726BU - Preemptive Solutions for Compliance Readiness.mp4"
E:\eagle\HBI2735BU.mp4;"HBI2735BU - Blueprint for a More Secure, Compliance-Ready SDDC Using Compliance Kits.mp4"
E:\eagle\HBI2751BU.mp4;"HBI2751BU - Core Storage Best Practices Enabling Your Storage to be Reliable.mp4"
E:\eagle\HBI2767BU.mp4;"HBI2767BU - How to Deploy the VMware Cloud Provider Platform in Your Sleep.mp4"
E:\eagle\HBI2792BU.mp4;"HBI2792BU - Getting More Out of Site Recovery Manager An Advanced Configuration Guide.mp4"
E:\eagle\HBI2797BU.mp4;"HBI2797BU - Accelerate Multi Cloud adoption via VMware Managed Service Providers (MSP).mp4"
E:\eagle\HBI2806BU.mp4;"HBI2806BU - Expedient Hyper-growth cloud provider powered by VMware vCloud Director.mp4"
E:\eagle\HBI2822BU.mp4;"HBI2822BU - Horizon View Cloud Pod Architecture Best Practices and Lessons Learned.mp4"
E:\eagle\HBI2853BU.mp4;"HBI2853BU - vSphere Virtual Volumes Technical Deep Dive.mp4"
E:\eagle\HBI2880BU.mp4;"HBI2880BU - Extreme Performance Series DRS 2.0 Performance Deep Dive.mp4"
E:\eagle\HBI2887BU.mp4;"HBI2887BU - The Hitchhikers Guide to Hybrid Cloud on VMware Validated Design.mp4"
E:\eagle\HBI2915BU.mp4;"HBI2915BU - Moving into Your SDDC Migrating Workloads to VMware Cloud Foundation.mp4"
E:\eagle\HBI2948BU.mp4;"HBI2948BU - Virtualization 101.mp4"
E:\eagle\HBI2961BU.mp4;"HBI2961BU - vSphere Remote Office Branch Office Benefits of Virtualized Remote Offices.mp4"
E:\eagle\HBI3051BU.mp4;"HBI3051BU - Multisite vCloud Director Architecture Best Practices and Success Stories.mp4"
E:\eagle\HBI3109BU.mp4;"HBI3109BU - VMware Site Recovery Whats New with DRaaS on VMware Cloud on AWS.mp4"
E:\eagle\HBI3243BU.mp4;"HBI3243BU - Virtualizing Mac Infrastructure at Scale A CI Case Study with Dropbox.mp4"
E:\eagle\HBI3295BU.mp4;"HBI3295BU - VMware Cloud on AWS Compliance and Privacy Strategy.mp4"
E:\eagle\HBI3306BU.mp4;"HBI3306BU - VMware Cloud on AWS SRE Day 2 Operations Service Support.mp4"
E:\eagle\HBI3371BU.mp4;"HBI3371BU - Accelerating Your On-Premises-to-Cloud Journey with Skytap on IBM Cloud.mp4"
E:\eagle\HBI3416BUS.mp4;"HBI3416BUS - Why should I use Virtual Volumes technical review..mp4"
E:\eagle\HBI3487BUS.mp4;"HBI3487BUS - Rethink Data Protection & Management for VMware.mp4"
E:\eagle\HBI3493BUS.mp4;"HBI3493BUS - Best Practices for Snapshot Heavy Environments.mp4"
E:\eagle\HBI3496BUS.mp4;"HBI3496BUS - Take IT to the track!! Self-Driving Datacenter, seatbelts required!.mp4"
E:\eagle\HBI3501BUS.mp4;"HBI3501BUS - Cloud without Chaos Accelerate your cloud adoption with Dell Technologies.mp4"
E:\eagle\HBI3502BUS.mp4;"HBI3502BUS - Failproof, On-demand DR with VMware Cloud on AWS.mp4"
E:\eagle\HBI3505BUS.mp4;"HBI3505BUS - VAIO for IT Resilience  Zerto & VMware with what you need to know.mp4"
E:\eagle\HBI3512BUS.mp4;"HBI3512BUS - Achieve 99.99% Uptime for Your Most Mission Critical Workloads.mp4"
E:\eagle\HBI3516BUS.mp4;"HBI3516BUS - Scaling Virtual Infrastructure for the Enterprise Truths, Beliefs and the Real World.mp4"
E:\eagle\HBI3517BUS.mp4;"HBI3517BUS - Architecting an Elegant Data Management Strategy with Rubrik.mp4"
E:\eagle\HBI3518BUS.mp4;"HBI3518BUS - Modern Data Management for Service Providers with vCD and Rubrik.mp4"
E:\eagle\HBI3532BUS.mp4;"HBI3532BUS - Enhancing Data Protection for vSphere with Whats Coming from Veeam.mp4"
E:\eagle\HBI3533BUS.mp4;"HBI3533BUS - Migration and Data Strategy with VMware Cloud on AWS.mp4"
E:\eagle\HBI3534BUS.mp4;"HBI3534BUS - How to use Amazon RDS to create and manage databases on your on-premises VMware infrastructure.mp4"
E:\eagle\HBI3535BUS.mp4;"HBI3535BUS - Backups are just the start! Enhanced Data Mobility with Veeam.mp4"
E:\eagle\HBI3548BU.mp4;"HBI3548BU - Designing VMware Cloud on AWS with cloud based NFS datastores.mp4"
E:\eagle\HBI3549BUS.mp4;"HBI3549BUS - Accelerate Innovation by taking advantage of hybrid multicloud environments.mp4"
E:\eagle\HBI3569BUS.mp4;"HBI3569BUS - Data Protection in the Hybrid Cloud Comprehensive and Simple.mp4"
E:\eagle\HBI3594BUS.mp4;"HBI3594BUS - Leap Forward and Defy Limits with HPE Primera and Nimble dHCI for VMware.mp4"
E:\eagle\HBI3604BUS.mp4;"HBI3604BUS - AWS 101 Cloud is the new normal.mp4"
E:\eagle\HBI4115BU.mp4;"HBI4115BU - Running High Value Workloads on the Dell Technologies Cloud with VCF Integration and Dell EMC Storage.mp4"
E:\eagle\HBI4198BUS.mp4;"HBI4198BUS - Any Workload Anywhere Enabling Hybrid Cloud from Data Center to the Edge.mp4"
E:\eagle\HBI4250BUS.mp4;"HBI4250BUS - How to Extend Availability to the Application Layer Across the Hybrid Cloud.mp4"
E:\eagle\HBI4446BU.mp4;"HBI4446BU - VMware in Any Cloud Introducing Microsoft Azure and Google Cloud VMware Solutions.mp4"
E:\eagle\HBI4500BU.mp4;"HBI4500BU - Project Pacific Technical Overview Unifying vSphere and Kubernetes.mp4"
E:\eagle\HBI4937BU.mp4;"HBI4937BU - Introducing Project Pacific Transforming vSphere into the App Platform of the Future.mp4"
E:\eagle\HBO1094BU.mp4;"HBO1094BU - Best Practices for vRealize Operations Workload Optimization.mp4"
E:\eagle\HBO1136BU.mp4;"HBO1136BU - It's Not 2005 Anymore Stop Using Excel for Capacity Management.mp4"
E:\eagle\HBO1138BU.mp4;"HBO1138BU - Yes, Mr. CFO, IT Is Expensive  Understand Why with vRealize Operations.mp4"
E:\eagle\HBO1139BU.mp4;"HBO1139BU - You Get a Cloud and You Get a Cloud Monitoring with vRealize Operations.mp4"
E:\eagle\HBO1180BU.mp4;"HBO1180BU - The Big Ticket Whats New in vRealize Operations.mp4"
E:\eagle\HBO1183BU.mp4;"HBO1183BU - Introducing vRealize Operations as a Service.mp4"
E:\eagle\HBO1288BU.mp4;"HBO1288BU - Accelerate application deployment with vRealize Automation Cloud A Customer Journey.mp4"
E:\eagle\HBO1323BU.mp4;"HBO1323BU - Evolving vRealize Automation.mp4"
E:\eagle\HBO1422BU.mp4;"HBO1422BU - How vRealize Suite Works with VMware Cloud on AWS.mp4"
E:\eagle\HBO1649BU.mp4;"HBO1649BU - Creating a Cohesive Monitoring Strategy with IHS Markit.mp4"
E:\eagle\HBO1689BU.mp4;"HBO1689BU - Get More Insight into Your Network with vRealize Network Insight.mp4"
E:\eagle\HBO1755BU.mp4;"HBO1755BU - Tales from the field, vSAN production Operations for real customer success.mp4"
E:\eagle\HBO1899BU.mp4;"HBO1899BU - Network Automation with NSX and VMware Cloud Automation.mp4"
E:\eagle\HBO2114BU.mp4;"HBO2114BU - Architecting and Extending vRealize Operations for VMware Cloud on AWS.mp4"
E:\eagle\HBO2281BU.mp4;"HBO2281BU - Getting Started with Site Recovery Manager.mp4"
E:\eagle\HBO2643BU.mp4;"HBO2643BU - The Story of VMware Multi-Cloud.mp4"
E:\eagle\HBO2768BU.mp4;"HBO2768BU - Site Recovery Manager Technical Walk-Through with Engineering.mp4"
E:\eagle\HBO2769BU.mp4;"HBO2769BU - Kubernetes and Cloud Automation Services A Primer.mp4"
E:\eagle\HBO2789BU.mp4;"HBO2789BU - Drive Accountability and Efficiency with VMwares Cloud Management Platform.mp4"
E:\eagle\HBO2958BU.mp4;"HBO2958BU - Site Recovery Manager DR Testing at Its Finest.mp4"
E:\eagle\HBO2979BU.mp4;"HBO2979BU - How American Airlines Built a More Secure Hybrid Cloud with IBM and VMware HCX.mp4"
E:\eagle\HBO3088BU.mp4;"HBO3088BU - Game of Clouds E1 The Map, the Law and the Future of VMware Cloud Management.mp4"
E:\eagle\HBO3090BU.mp4;"HBO3090BU - Game of Clouds E3 The Magic and the Reality of Self Driving Operations.mp4"
E:\eagle\HBO3093BU.mp4;"HBO3093BU - Game of Clouds E2 Winning the Battle of IT Automation and Self-Service.mp4"
E:\eagle\HBO3381BU.mp4;"HBO3381BU - Applying Machine Learning to Reduce Day 2 Troubleshooting and Headaches.mp4"
E:\eagle\HBO3626BUS.mp4;"HBO3626BUS - Azure VMware Solutions  Run your VMware workloads natively on Azure.mp4"
E:\eagle\HBO3784BUS.mp4;"HBO3784BUS - Milliseconds Matter - Global Connectivity in the Hybrid Cloud Era.mp4"
E:\eagle\HBO4249BUS.mp4;"HBO4249BUS - How to Obtain and Use analytics to Optimize Hybrid-cloud Deployments.mp4"
E:\eagle\HCI1041BU.mp4;"HCI1041BU - Show Me the Money Measuring ROI with HCI.mp4"
E:\eagle\HCI1048BU.mp4;"HCI1048BU - Real-World vSAN Deployment Considerations.mp4"
E:\eagle\HCI1175BU.mp4;"HCI1175BU - vSAN Technical Deep Dive.mp4"
E:\eagle\HCI1192BU.mp4;"HCI1192BU - Understand vSAN in Less Than 1 Hour.mp4"
E:\eagle\HCI1199BU.mp4;"HCI1199BU - vSAN Data-at-Rest Encryption Deep Dive.mp4"
E:\eagle\HCI1207BU.mp4;"HCI1207BU - HCI Management Current and Future.mp4"
E:\eagle\HCI1210BU.mp4;"HCI1210BU - Current and Future of vSAN Operations with vRealize Operations.mp4"
E:\eagle\HCI1215BU.mp4;"HCI1215BU - vSAN End-to-End Demos of the Latest vSAN Operational Enhancements.mp4"
E:\eagle\HCI1308BU.mp4;"HCI1308BU - Come Dive In An In-Depth Look at Day 2 Operations with VMware vSAN.mp4"
E:\eagle\HCI1330BU.mp4;"HCI1330BU - What's New in VMware vSAN 6.7 Update 3.mp4"
E:\eagle\HCI1339BU.mp4;"HCI1339BU - vSAN Administration Optimized Through vRealize Operations and Log Insight.mp4"
E:\eagle\HCI1342BU.mp4;"HCI1342BU - Deconstructing vSAN A Deep Dive into the Internals of vSAN.mp4"
E:\eagle\HCI1346BU.mp4;"HCI1346BU - A Practical Guide to Troubleshooting vSAN Performance.mp4"
E:\eagle\HCI1417BU.mp4;"HCI1417BU - HCI Tools Assessing and Sizing a Real Customer Environment for vSAN.mp4"
E:\eagle\HCI1606BU.mp4;"HCI1606BU - SAP HANA on vSAN Best Practice Recommendations and Lessons Learned.mp4"
E:\eagle\HCI1607BU.mp4;"HCI1607BU - Architecting Next-Gen Applications Cassandra on vSAN in a Hybrid Cloud.mp4"
E:\eagle\HCI1619BU.mp4;"HCI1619BU - Troubleshooting Performance Issues with vSAN Performance Diagnostics.mp4"
E:\eagle\HCI1620BU.mp4;"HCI1620BU - Artificial Intelligence and Machine Learning for HCI Where Were Going.mp4"
E:\eagle\HCI1650BU.mp4;"HCI1650BU - Optimize vSAN performance using vRealize Operations and Reinforcement Learning.mp4"
E:\eagle\HCI1678BU.mp4;"HCI1678BU - Operationalizing VMware vSAN Youve Implemented vSAN, Now What.mp4"
E:\eagle\HCI1701BU.mp4;"HCI1701BU - Leveraging vSAN as a Path to the Hybrid Cloud World.mp4"
E:\eagle\HCI1724BU.mp4;"HCI1724BU - Back with Act 2.0 SDDC, Automation, Apps, and Beyond.mp4"
E:\eagle\HCI1754BU.mp4;"HCI1754BU - VMware Data Management 4 Core Use Cases Every Company Must Address.mp4"
E:\eagle\HCI1757BU.mp4;"HCI1757BU - Optimizing vSAN for Performance.mp4"
E:\eagle\HCI1821BU.mp4;"HCI1821BU - Designing and Managing a vSAN Cluster for the Highest Availability Levels.mp4"
E:\eagle\HCI1825BU.mp4;"HCI1825BU - Automate VMware HCI Deployments at Any Scale with PowerCLI.mp4"
E:\eagle\HCI1833BU.mp4;"HCI1833BU - Successfully Architect VMware HCI for Remote and Branch Offices.mp4"
E:\eagle\HCI1836BU.mp4;"HCI1836BU - vSAN Networking Design and Configuration Decisions.mp4"
E:\eagle\HCI1845BU.mp4;"HCI1845BU - Top 10 Things to Know About vSphere and vSAN Networking.mp4"
E:\eagle\HCI1864BU.mp4;"HCI1864BU - Automating vSAN from CLI to API PowerCLI, Govc, and Beyond.mp4"
E:\eagle\HCI1870BU.mp4;"HCI1870BU - vSphere High Availability Recommended Practices for VMware vSAN.mp4"
E:\eagle\HCI1878BU.mp4;"HCI1878BU - Successful Deployment of Splunk on VMware HCI VMware IT Case Study.mp4"
E:\eagle\HCI1891BU.mp4;"HCI1891BU - Best Practices for HCI Performance Benchmarking.mp4"
E:\eagle\HCI1941BU.mp4;"HCI1941BU - Architecting Hadoop Workloads on HCI Powered by VMware vSAN.mp4"
E:\eagle\HCI1952BU.mp4;"HCI1952BU - Resync Redefined Safety Efficiency and Monitoring of vSAN Resync.mp4"
E:\eagle\HCI2040BU.mp4;"HCI2040BU - The Definitive Guide to vSphere Storage for Kubernetes.mp4"
E:\eagle\HCI2046BU.mp4;"HCI2046BU - vSAN at U-Haul Moving From a Painful Start to Massive Success.mp4"
E:\eagle\HCI2049BU.mp4;"HCI2049BU - vSAN Trends from the Trenches What Our Largest Global Customers Are Doing.mp4"
E:\eagle\HCI2055BU.mp4;"HCI2055BU - Data Protection Solutions for VMware vSAN.mp4"
E:\eagle\HCI2097BU.mp4;"HCI2097BU - Top 5 Reasons to Move to HCI.mp4"
E:\eagle\HCI2168BU.mp4;"HCI2168BU - vSAN Stretched Cluster Considerations and Best Practices.mp4"
E:\eagle\HCI2185BU.mp4;"HCI2185BU - A Guide to vSAN Performance A VM-Centric Approach.mp4"
E:\eagle\HCI2256BU.mp4;"HCI2256BU - HCI Upgrade Let's Simplify and Automate the Mundane.mp4"
E:\eagle\HCI2344BU.mp4;"HCI2344BU - Achieving Enterprise Comfort with vSAN.mp4"
E:\eagle\HCI2380BU.mp4;"HCI2380BU - vSAN First Aid and Emergency Response Guide.mp4"
E:\eagle\HCI2547BU.mp4;"HCI2547BU - VMware vSAN for Cloud Providers Technical Overview.mp4"
E:\eagle\HCI2733BU.mp4;"HCI2733BU - Hyperconverged Infrastructure Present and Future.mp4"
E:\eagle\HCI2763BU.mp4;"HCI2763BU - Technical Deep Dive on Cloud Native Storage for vSphere.mp4"
E:\eagle\HCI2888BU.mp4;"HCI2888BU - Site Recovery Manager 8.2 What's New and Demo.mp4"
E:\eagle\HCI2894BU.mp4;"HCI2894BU - Tech Preview of Site Recovery Manager with Virtual Volumes.mp4"
E:\eagle\HCI2978BU.mp4;"HCI2978BU - vSAN 2-Node in ROBO Locations Lessons from the Field.mp4"
E:\eagle\HCI3062BU.mp4;"HCI3062BU - Healthcare on vSAN.mp4"
E:\eagle\HCI3120BU.mp4;"HCI3120BU - Architecting for Operational Excellence in Higher Education.mp4"
E:\eagle\HCI3321BU.mp4;"HCI3321BU - The HPE Software-Defined Data and Analytics Platform with VMware.mp4"
E:\eagle\HCI3450BU.mp4;"HCI3450BU - vSAN Best Practices.mp4"
E:\eagle\HCI3451BU.mp4;"HCI3451BU - vSphere External Storage for the Hybrid Cloud.mp4"
E:\eagle\HCI3476BUS.mp4;"HCI3476BUS - How to match workloads to clouds for best fit consumption and management..mp4"
E:\eagle\HCI3551KU.mp4;"HCI3551KU - Showcase Keynote HCI - The Foundation for your Future-proof Infrastructure.mp4"
E:\eagle\HCI3710BUS.mp4;"HCI3710BUS - Optimize Infrastructure Modernization using vSAN and Intel Optane Technologies.mp4"
E:\eagle\HYB3544KU.mp4;"HYB3544KU - Showcase Keynote Hybrid Cloud  Transform Infrastructure and Operations from the Data Center to the Cloud.mp4"
E:\eagle\KUB1126BU.mp4;"KUB1126BU - Cloud Native Fundamentals Containers and Kubernetes 101 for the VI Admin.mp4"
E:\eagle\KUB1133BU.mp4;"KUB1133BU - Peanut Butter and Jelly Why Virtual Machines and Containers Go Together.mp4"
